JobAcceptedDate,jobAcceptedTime,calledMerchantTime,arrivedAtMerchantTime,mealPickedUpTime,arrivedAtCustLocationTime,foodDeliveredTime,riderInitial.lat,riderInitial.long,Merchant.Lat,Merchant.Lng,Customer.lat,Customer.lng,MerchantName,NationFoodCategory,FoodCategories
2020-10-06,16:12:26,16:14:00,16:23:50,16:25:43,17:04:02,17:04:30,13.8260029,100.560198,13.8222855,100.5764408,13.7518932,100.5312449,ร้านอาหารตามสั่งป้าหวี,Thai,อาหารตามสั่ง
2020-10-13,17:57:50,17:59:21,18:08:23,18:15:14,18:33:55,18:34:18,13.8264063,100.555687,13.8209576,100.5498324,13.8277728,100.5685145,ร้านถุงเงินถุงทองโภชนา (วา),Thai,อาหารตามสั่ง
2020-10-06,16:01:21,16:02:15,16:05:17,16:16:20,16:53:10,16:53:53,13.8272662,100.56398,13.8270341,100.5645341,13.886641,100.603073,อาหารอิสลามฮัยดัร,Isram,อาหารฮาลาล
2020-10-09,14:20:33,14:21:04,14:28:41,14:41:15,15:01:04,15:01:45,13.8265895,100.557765,13.8246205,100.5633957,13.780214,100.542119,ร้านเฮียแจ๊คอาหารตามสั่ง หน้าSCB,Thai,อาหารตามสั่ง
2020-10-11,08:37:58,08:38:14,08:52:35,09:06:27,09:23:33,09:25:02,13.8197029,100.547249,13.828221,100.566472,13.8181734,100.586886,McDonald's,International,อาหารจานด่วน
2020-10-03,20:03:07,20:04:37,20:10:17,20:15:26,20:45:05,20:46:20,13.8229949,100.5546,13.8246205,100.5633957,13.752343,100.579855,ร้านน้ำพริกบ้านย่า,Thai,อาหารตามสั่ง
2020-10-02,08:58:08,08:59:47,09:02:48,09:14:27,09:36:52,09:37:09,13.8245389,100.568877,13.826328,100.5650184,13.81176442,100.5315736,เจ็กหมีราดหน้า,Thai,ร้านก๋วยเตี๋ยว
2020-10-02,11:31:47,11:32:21,11:35:52,11:47:00,11:55:35,11:56:32,13.8242372,100.560149,13.8295721,100.5621929,13.838551,100.57451,ร้านอาหาร The White House@รัชโยธิน,Thai,อาหารตามสั่ง
2020-10-07,17:36:32,17:37:03,17:45:19,17:52:04,18:38:29,18:39:56,13.8284303,100.559546,13.8222756,100.5573407,13.740106,100.570218,บ้านตา-ยาย ร้านอาหารไทย,Thai,อาหารตามสั่ง
2020-10-14,19:13:00,19:13:22,19:24:08,19:30:58,20:08:07,20:08:26,13.8258836,100.567718,13.8398417,100.5539785,13.745633,100.551811,Jitprapassorn Restaurant,Thai,อาหารตามสั่ง
2020-10-12,18:40:36,18:41:04,18:49:48,19:04:39,19:20:01,19:20:22,13.82624,100.559924,13.8310315,100.5496052,13.831355,100.592504,ร้านลมโชย,Thai,อาหารตามสั่ง
2020-10-07,09:21:10,09:21:21,09:29:09,09:42:34,10:26:02,10:26:53,13.8270714,100.564949,13.8281057,100.5639419,13.755804,100.565882,Sweet Pea,Thai,อาหารตามสั่ง
2020-10-12,20:49:21,20:50:17,21:00:16,21:06:56,21:57:52,21:58:49,13.8257652,100.561084,13.8246205,100.5633957,13.744085,100.587193,วอพเฟอร์เบลเยี่ยม กทม ร้านขายวอพเฟอร์,Thai,ของหวาน
2020-10-06,17:12:37,17:13:44,17:23:20,17:33:02,17:56:57,17:58:11,13.8249264,100.557074,13.8238159,100.5664789,13.862805,100.613343,แซ่บอีสาน,Thai,อาหารอีสาน
2020-10-07,14:23:43,14:24:01,14:33:02,14:38:09,14:52:27,14:52:40,13.8216054,100.565581,13.8270341,100.5645341,13.80443235,100.5761889,ร้านพี่น้อง,Thai,อาหารตามสั่ง
2020-10-07,21:44:04,21:45:34,21:49:21,21:51:09,22:02:22,22:02:58,13.8291846,100.559085,13.8270341,100.5645341,13.814694,100.566183,ร้านเม้งเป็ดย่างสาขา2,Thai,อาหารตามสั่ง
2020-10-10,19:15:27,19:16:03,19:24:09,19:24:58,19:53:53,19:55:14,13.8208547,100.557239,13.8270341,100.5645341,13.88939486,100.5750833,บังหมาน,Thai,อาหารทะเล
2020-10-05,18:36:35,18:37:18,18:47:13,18:48:49,19:26:42,19:27:10,13.8209476,100.54813,13.8270341,100.5645341,13.891854,100.582342,ร้านอาหารฟู้ดแพนดี้,Thai,อาหารตามสั่ง
2020-10-07,20:03:42,20:05:09,20:12:07,20:25:29,20:42:07,20:42:18,13.8233063,100.561868,13.8270341,100.5645341,13.7923823,100.551967,ร้านลูกชิ้นทอด,Thai,อาหารจานด่วน
2020-10-09,21:37:26,21:39:10,21:54:38,22:05:53,22:44:34,22:45:36,13.8274133,100.5681,13.8308222,100.5433884,13.739311,100.553728,Burger King - Caltex Gas Station Prachanukul,International,อาหารจานด่วน
2020-10-09,13:05:14,13:05:25,13:10:47,13:18:03,13:56:45,13:57:53,13.824262,100.564045,13.828221,100.566472,13.771412,100.583671,McDonald's,International,อาหารจานด่วน
2020-10-07,10:21:56,10:22:43,10:28:58,10:35:40,10:50:04,10:50:13,13.8209853,100.556908,13.8363066,100.5505987,13.805367,100.569844,ห้างหุ้นส่วนจำกัด ปัญญาซีฟู๊ด,Thai,อาหารทะเล
2020-10-03,10:09:42,10:09:54,10:20:25,10:27:41,11:07:16,11:08:44,13.8218974,100.546788,13.8283999,100.5621363,13.894968,100.611887,ร้านป้าอ๋องตามสั่งริมคลอง,Thai,อาหารตามสั่ง
2020-10-05,17:34:22,17:36:02,17:43:29,17:47:42,18:13:57,18:15:02,13.8206296,100.560564,13.8283999,100.5621363,13.785294,100.583279,ร้านป้าอ๋องตามสั่งริมคลอง,Thai,อาหารตามสั่ง
2020-10-09,21:51:59,21:52:34,21:57:47,22:10:39,23:02:45,23:03:16,13.8217263,100.560865,13.8270341,100.5645341,13.739703,100.553408,ร้านส้มตำ,Thai,อาหารอีสาน
2020-10-11,16:23:40,16:24:51,16:38:20,16:39:58,17:13:02,17:13:25,13.8235661,100.550372,13.828221,100.566472,13.7601025,100.5394343,McDonald's,International,อาหารจานด่วน
2020-10-06,12:01:52,12:02:24,12:07:38,12:11:22,12:16:08,12:16:16,13.8269253,100.569249,13.828221,100.566472,13.825377,100.567445,McDonald's,International,อาหารจานด่วน
2020-10-02,15:00:00,15:01:56,15:11:03,15:18:47,15:39:32,15:40:45,13.8244514,100.568933,13.8270341,100.5645341,13.799664,100.573861,ร้านอาหารจานเปล ละเบ๋อ,Thai,อาหารตามสั่ง
2020-10-03,08:03:16,08:03:37,08:12:20,08:26:37,09:21:04,09:22:34,13.8262584,100.556973,13.8270341,100.5645341,13.750112,100.607336,ร้านอาหารสำรับกับข้าว,Thai,อาหารตามสั่ง
2020-10-02,14:20:50,14:21:53,14:33:48,14:38:11,15:11:27,15:11:34,13.8242454,100.547199,13.8255507,100.5595669,13.741748,100.567946,ครัววิภาฯ32,Thai,อาหารตามสั่ง
2020-10-06,18:20:27,18:21:35,18:25:07,18:28:22,19:08:15,19:09:10,13.8280686,100.55557,13.8270341,100.5645341,13.740267,100.567555,ร้านยำไม่ได้นอน เว้ย,Thai,อาหารตามสั่ง
2020-10-10,12:04:02,12:05:21,12:11:56,12:21:46,13:05:32,13:06:54,13.8264056,100.563553,13.8246205,100.5633957,13.899316,100.544932,กระเพาะปลาแม่มาลี,Thai,อาหารตามสั่ง
2020-10-06,11:19:06,11:20:41,11:28:51,11:42:02,12:21:51,12:22:08,13.8285408,100.567972,13.8222855,100.5764408,13.747796,100.557336,ร้านอาหารตามสั่งป้าหวี,Thai,อาหารตามสั่ง
2020-10-07,19:30:52,19:32:38,19:52:14,19:59:05,20:24:08,20:24:37,13.8232735,100.560678,13.8208574,100.5793538,13.881049,100.586731,ร้านส้มตำเงินล้าน,Thai,อาหารอีสาน
2020-10-12,18:42:20,18:44:09,18:52:34,19:00:16,19:44:51,19:45:41,13.821586,100.557556,13.8246205,100.5633957,13.894968,100.611887,ก๋วยเตี๋ยวเรือวิศวะ,Thai,ร้านก๋วยเตี๋ยว
2020-10-11,08:18:40,08:19:06,08:29:37,08:34:00,09:00:22,09:00:28,13.8199576,100.551837,13.8405692,100.5426787,13.80423675,100.5115242,Pike/Pine Open Kitchen and Bake Bar,International,อาหารตามสั่ง
2020-10-11,10:57:30,10:57:39,11:02:39,11:09:10,11:56:51,11:58:05,13.8221636,100.559285,13.8283999,100.5621363,13.743763,100.556643,ร้านป้าอ๋องตามสั่งริมคลอง,Thai,อาหารตามสั่ง
2020-10-09,11:56:15,11:58:09,12:06:33,12:09:06,12:29:17,12:30:15,13.8245191,100.56779,13.8249084,100.5692609,13.809854,100.609869,ร้านอาหารพริ้มสบาย prim sabai,Thai,อาหารตามสั่ง
2020-10-12,18:20:27,18:21:19,18:45:46,18:53:41,19:58:16,19:59:27,13.8229721,100.56502,13.838594,100.538436,13.740273,100.580105,T-taste,Thai,อาหารตามสั่ง
2020-10-13,17:04:42,17:06:17,17:20:29,17:29:55,18:16:32,18:17:06,13.8268642,100.565569,13.8209576,100.5498324,13.74866041,100.5679699,ร้านถุงเงินถุงทองโภชนา (วา),Thai,อาหารตามสั่ง
2020-10-01,15:16:51,15:18:28,15:24:33,15:37:24,16:20:13,16:21:06,13.8287015,100.56397,13.826792,100.5661004,13.7400777,100.5599239,S&P at SCB Park Plaza East,International,เครื่องดื่ม
2020-10-13,10:23:14,10:23:33,10:28:23,10:42:10,11:27:59,11:28:59,13.8274735,100.563868,13.8280804,100.5640747,13.745757,100.557177,Jim's,Thai,อาหารตามสั่ง
2020-10-02,20:29:37,20:30:20,20:45:40,20:53:29,21:41:56,21:42:04,13.8195366,100.568358,13.8299181,100.5339571,13.7883901,100.6051352,ถนัดกินกลางซอย,Thai,อาหารตามสั่ง
2020-10-07,12:23:46,12:23:55,12:34:22,12:41:19,13:04:12,13:05:37,13.8244679,100.568368,13.8264171,100.5491713,13.7895326,100.5666346,ครัวแม่ประกาย,Thai,อาหารตามสั่ง
2020-10-10,16:15:19,16:16:14,16:28:16,16:34:59,17:00:43,17:01:50,13.8260127,100.54883,13.8270341,100.5645341,13.7890408,100.555649,ร้านพี้โย,Thai,อาหารตามสั่ง
2020-10-09,15:35:17,15:36:04,15:42:22,15:44:57,16:18:43,16:19:44,13.8223814,100.55577,13.8270341,100.5645341,13.877244,100.594439,เต็มอิ่ม,Thai,อาหารตามสั่ง
2020-10-13,11:26:18,11:28:18,11:41:43,11:53:25,12:26:15,12:27:08,13.8238082,100.567778,13.8222756,100.5573407,13.738166,100.568286,บ้านตา-ยาย ร้านอาหารไทย,Thai,อาหารตามสั่ง
2020-10-13,15:33:59,15:34:06,15:47:47,15:58:32,16:25:15,16:26:17,13.8243978,100.550959,13.8270341,100.5645341,13.79094,100.574658,ร้านส้มตำ,Thai,อาหารอีสาน
2020-10-09,17:31:03,17:32:55,17:42:55,17:50:00,18:14:10,18:14:49,13.8243857,100.563676,13.8270341,100.5645341,13.805735,100.53181,ร้านคุณยายทอง,Thai,อาหารตามสั่ง
2020-10-12,08:47:37,08:48:22,09:00:00,09:08:27,09:48:23,09:49:43,13.8249028,100.549826,13.8237229,100.5664732,13.75685419,100.5603342,ร้านลาบ,Thai,อาหารอีสาน
2020-10-01,13:53:37,13:54:21,14:04:54,14:09:29,14:35:21,14:36:38,13.8196838,100.552105,13.8246205,100.5633957,13.881049,100.586731,ร้านหมูปิ้งลุงเม,Thai,อาหารจานด่วน
2020-10-11,11:46:36,11:46:50,11:51:09,11:55:08,12:16:37,12:17:15,13.8196695,100.561924,13.8246205,100.5633957,13.770947,100.576655,JIWALAK,Thai,อาหารคลีน
2020-10-12,16:09:24,16:10:37,16:16:40,16:22:09,17:01:15,17:01:57,13.8247923,100.567743,13.8231392,100.5601657,13.750083,100.556067,ซินจ่าว ก๋วยจั๊บญวน,Thai,ร้านก๋วยเตี๋ยว
2020-10-03,18:25:21,18:25:37,18:37:57,18:42:46,19:50:49,19:52:04,13.8197175,100.560531,13.8306088,100.5435153,13.77547,100.643378,แซบนัว ครัวอิสาน สาขาประชานุกุล,Thai,อาหารอีสาน
2020-10-08,10:29:43,10:31:13,10:43:58,10:55:46,11:17:16,11:17:55,13.8240885,100.55671,13.8279031,100.5781832,13.788814,100.553237,ร้านน้องเพ็ญ,Thai,อาหารตามสั่ง
2020-10-12,14:20:24,14:21:47,14:31:43,14:37:30,15:05:25,15:06:25,13.8233574,100.546671,13.8270138,100.5654315,13.827725,100.621246,HANYANG Korean Restaurant,Korean,อาหารตามสั่ง
2020-10-09,17:25:26,17:26:33,17:36:02,17:42:43,18:02:26,18:03:11,13.8245812,100.546346,13.8418588,100.542333,13.791856,100.558741,Eres Music & Restaurant,International,อาหารตามสั่ง
2020-10-02,19:46:34,19:48:01,19:56:16,20:03:40,20:32:27,20:33:21,13.8280982,100.565165,13.8270341,100.5645341,13.84883239,100.512628,อาหารตามสั้ง,Thai,อาหารตามสั่ง
2020-10-03,15:17:17,15:19:13,15:28:05,15:36:02,16:15:32,16:15:40,13.8230624,100.560858,13.8246205,100.5633957,13.884881,100.599732,ร้านน้ำพริกบ้านย่า,Thai,อาหารตามสั่ง
2020-10-06,16:32:44,16:32:53,16:39:50,16:46:10,17:22:55,17:23:01,13.8207567,100.552822,13.8246205,100.5633957,13.757381,100.538756,MZ Fushion Food อาหารคลีน ญี่ปุ่น เพื่อสุขภาพ,Japanese,ร้านอาหาร
2020-10-07,15:17:17,15:18:33,15:32:14,15:40:53,16:20:44,16:21:05,13.8218542,100.559757,13.8218898,100.5804156,13.74627053,100.5622135,หม่อง,Thai,อาหารตามสั่ง
2020-10-06,09:13:41,09:14:14,09:24:09,09:29:52,09:49:40,09:51:06,13.8226801,100.552131,13.8399229,100.5475665,13.796048,100.564723,Beer Hima,Thai,อาหารทะเล
2020-10-09,10:09:07,10:10:38,10:22:49,10:31:22,10:58:58,10:59:04,13.8285811,100.551258,13.8270341,100.5645341,13.788935,100.553864,ร้านใบเตย,Thai,อาหารตามสั่ง
2020-10-08,21:55:52,21:56:19,22:10:45,22:12:08,22:50:08,22:50:16,13.8265991,100.560424,13.8218898,100.5804156,13.859042,100.519734,หม่อง,Thai,อาหารตามสั่ง
2020-10-07,13:31:35,13:32:46,13:43:50,13:45:30,14:09:03,14:09:35,13.8240829,100.553864,13.8299181,100.5339571,13.788983,100.5512009,ถนัดกินกลางซอย,Thai,อาหารตามสั่ง
2020-10-09,14:25:00,14:26:15,14:38:28,14:43:42,14:52:10,14:53:20,13.8255326,100.564168,13.8119636,100.5616577,13.814451,100.570363,Hilly's Restaurant,International,อาหารตามสั่ง
2020-10-06,19:50:53,19:52:11,20:03:00,20:09:51,20:51:24,20:52:04,13.8198479,100.548389,13.8270341,100.5645341,13.7518932,100.5312449,หม่าล่า,Thai,อาหารจานด่วน
2020-10-06,19:48:43,19:50:19,19:56:59,20:03:14,20:31:01,20:31:27,13.8232231,100.564095,13.8262162,100.570517,13.806221,100.529815,ร้านไก่ลมโชยเมี่ยงปลาเผารัชดา44,Thai,อาหารอีสาน
2020-10-03,10:52:11,10:52:18,11:03:55,11:12:27,11:29:26,11:30:43,13.8249012,100.566079,13.8347148,100.5408037,13.85039196,100.5164247,The Foodie by Kannicha kitchen,Thai,อาหารตามสั่ง
2020-10-14,18:58:11,18:59:44,19:08:22,19:10:03,19:38:17,19:39:11,13.8257049,100.562241,13.8283999,100.5621363,13.762182,100.540544,ร้านป้าอ๋องตามสั่งริมคลอง,Thai,อาหารตามสั่ง
2020-10-13,15:16:42,15:17:39,15:26:26,15:31:00,16:11:10,16:11:17,13.8269193,100.54732,13.8345401,100.5405318,13.852134,100.606322,Soontharee Restaurant,Thai,อาหารตามสั่ง
2020-10-12,19:34:45,19:36:45,19:44:18,19:45:35,19:59:23,20:00:47,13.8249781,100.555238,13.8264589,100.5649431,13.809152,100.59609,ร้านเตยหอม กะเพราไส้แตก,Thai,อาหารตามสั่ง
2020-10-04,13:03:48,13:05:25,13:14:44,13:18:51,13:38:04,13:38:19,13.8266329,100.546924,13.8345401,100.5405318,13.84883239,100.512628,Soontharee Restaurant,Thai,อาหารตามสั่ง
2020-10-14,17:04:51,17:05:03,17:19:42,17:28:20,17:57:41,17:58:56,13.8214127,100.548568,13.8369959,100.5404075,13.884315,100.524377,Hia Lek,Thai,อาหารตามสั่ง
2020-10-09,20:33:30,20:34:54,20:44:56,20:50:55,21:21:03,21:21:40,13.8252211,100.551837,13.8246205,100.5633957,13.764295,100.615457,กระเพาะปลาแม่มาลี,Thai,อาหารตามสั่ง
2020-10-06,19:04:31,19:05:43,19:15:02,19:22:20,20:17:13,20:18:31,13.8268458,100.5575,13.8270341,100.5645341,13.746005,100.545457,เต็มอิ่ม,Thai,อาหารตามสั่ง
2020-10-02,08:00:58,08:01:40,08:16:17,08:28:11,08:52:51,08:53:35,13.8230943,100.553133,13.8246205,100.5633957,13.784727,100.615165,ร้านก๋วยเตี๋ยวไก่มะระ,Thai,ร้านก๋วยเตี๋ยว
2020-10-05,12:52:34,12:53:38,13:01:47,13:11:33,13:33:30,13:34:50,13.8260545,100.547212,13.8270341,100.5645341,13.772067,100.579894,ป้าหมึกอาหารตามสั่ง,Thai,อาหารตามสั่ง
2020-10-07,08:01:49,08:02:42,08:11:00,08:12:34,08:56:22,08:56:43,13.827597,100.553404,13.8246205,100.5633957,13.769916,100.611749,ร้านLoveshopping byคุณปูทะเล,Thai,อาหารทะเล
2020-10-02,09:11:05,09:11:11,09:15:49,09:24:35,09:56:29,09:57:01,13.819286,100.556735,13.8246205,100.5633957,13.771664,100.613961,สหชัยบะหมี่เกี๊ยวปูหมูแดง ร้านก๊วยเตี๊ยว,Thai,ร้านก๋วยเตี๋ยว
2020-10-14,18:38:10,18:38:35,18:47:56,18:58:25,19:23:10,19:24:29,13.8258896,100.565835,13.8257034,100.5593094,13.784676,100.573338,3K SEA ZABB,Thai,อาหารทะเล
2020-10-05,21:27:39,21:28:29,21:42:27,21:44:02,22:06:01,22:06:40,13.8203946,100.562016,13.8299181,100.5339571,13.810771,100.563477,ถนัดกินกลางซอย,Thai,อาหารตามสั่ง
2020-10-10,21:56:18,21:58:01,22:04:17,22:18:00,22:47:03,22:47:20,13.8264241,100.54783,13.8303265,100.5625,13.786141,100.546199,ครัวอิ่มอร่อย,Thai,อาหารตามสั่ง
2020-10-12,17:26:44,17:27:57,17:34:11,17:35:45,17:59:21,17:59:41,13.8283925,100.558303,13.8276427,100.5638852,13.806278,100.526466,ปันกัน by perfetto coffee,Thai,อาหารตามสั่ง
2020-10-08,20:52:22,20:52:59,21:00:56,21:01:44,21:33:12,21:33:30,13.8260879,100.568581,13.8236557,100.5663012,13.8672703,100.5917266,Lab Ped Nong Khai,Thai,อาหารอีสาน
2020-10-07,21:22:11,21:23:36,21:30:58,21:43:21,22:26:54,22:27:24,13.8288187,100.555466,13.8275203,100.5654979,13.7544672,100.5829357,ร้านขาหมูอร่อยนะบายจอย,Thai,อาหารตามสั่ง
2020-10-13,11:04:08,11:04:33,11:09:11,11:12:49,12:05:50,12:06:09,13.8235365,100.556482,13.8270341,100.5645341,13.746051,100.601775,ร้านก้อยร้อยลาภ,Thai,อาหารอีสาน
2020-10-07,19:26:50,19:27:23,19:38:39,19:43:37,20:22:25,20:23:42,13.820677,100.552262,13.8262162,100.570517,13.894365,100.521054,ร้านไก่ลมโชยเมี่ยงปลาเผารัชดา44,Thai,อาหารอีสาน
2020-10-13,14:35:57,14:37:13,14:51:24,14:56:05,15:46:53,15:47:29,13.8270009,100.551467,13.8270089,100.5650812,13.7439265,100.543847,เสน่ห์สุรินทร์ หอมกลิ่นสุราษฎร์,Thai,อาหารตามสั่ง
2020-10-07,17:33:30,17:33:36,17:42:25,17:53:52,18:34:53,18:35:01,13.8290606,100.555589,13.8238159,100.5664789,13.747911,100.548391,แซ่บอีสาน,Thai,อาหารอีสาน
2020-10-04,16:04:39,16:05:39,16:26:46,16:32:16,16:55:27,16:55:39,13.8234429,100.569517,13.838594,100.538436,13.815912,100.583288,T-taste,Thai,อาหารตามสั่ง
2020-10-04,15:23:02,15:23:54,15:31:40,15:44:38,15:54:33,15:55:25,13.8224153,100.556421,13.8270341,100.5645341,13.8393737,100.575472,ข้าวมันไก่3,Thai,อาหารตามสั่ง
2020-10-14,09:58:54,09:59:58,10:10:17,10:24:04,11:08:47,11:09:48,13.8279252,100.556121,13.8276216,100.5729052,13.7439265,100.543847,ร้านกะเพราพริกแห้ง by moojune,Thai,อาหารตามสั่ง
2020-10-08,12:45:56,12:46:10,13:04:35,13:15:53,14:14:45,14:14:59,13.8203542,100.559599,13.8398417,100.5539785,13.748585,100.561538,Jitprapassorn Restaurant,Thai,อาหารตามสั่ง
2020-10-08,15:34:42,15:34:58,15:43:22,15:46:10,16:15:50,16:16:01,13.8249756,100.553486,13.8246205,100.5633957,13.82529373,100.6306763,ร้านใบตองก๋วยเตี๋ยวหมูน้ำตก,Thai,ร้านก๋วยเตี๋ยว
2020-10-10,10:18:29,10:19:33,10:23:55,10:35:31,10:49:49,10:50:40,13.8270858,100.560929,13.8259715,100.55715,13.825354,100.566962,Ploen,Thai,อาหารตามสั่ง
2020-10-03,19:33:01,19:34:52,19:39:26,19:51:13,20:23:47,20:24:45,13.8261271,100.555042,13.8222756,100.5573407,13.774685,100.573913,บ้านตา-ยาย ร้านอาหารไทย,Thai,อาหารตามสั่ง
2020-10-06,18:31:06,18:31:18,18:40:19,18:46:02,19:34:15,19:35:20,13.8211379,100.563868,13.8264171,100.5491713,13.747923,100.528281,ครัวแม่ประกาย,Thai,อาหารตามสั่ง
2020-10-08,16:28:08,16:30:08,16:33:58,16:39:52,16:45:18,16:46:45,13.8238105,100.560375,13.8270341,100.5645341,13.82085,100.568243,โซลคุง,International,อาหารตามสั่ง
2020-10-01,08:27:45,08:28:05,08:40:55,08:50:29,08:53:30,08:53:41,13.8193407,100.551146,13.8268653,100.5652273,13.820002,100.568303,SCB Mae Manee Food Center,Thai,อาหารตามสั่ง
2020-10-13,11:03:50,11:05:19,11:16:40,11:26:29,11:42:05,11:43:07,13.8206267,100.559366,13.828221,100.566472,13.807789,100.569587,McDonald's,International,อาหารจานด่วน
2020-10-07,14:07:18,14:08:33,14:16:00,14:16:43,14:41:53,14:42:55,13.8273685,100.568119,13.8293497,100.5626028,13.889255,100.601356,Wolfpack @ Box Space,Thai,อาหารอีสาน
2020-10-07,17:39:59,17:41:01,17:54:14,18:07:53,18:59:12,19:00:32,13.8268004,100.553742,13.8270341,100.5645341,13.7428505,100.5498939,ร้านเข้าซอย,Thai,อาหารเหนือ
2020-10-11,13:55:03,13:55:48,13:59:16,14:06:57,14:33:19,14:34:31,13.8264893,100.566827,13.8296455,100.5620011,13.786703,100.572415,This eat it,Thai,อาหารตามสั่ง
2020-10-04,12:23:28,12:24:24,12:30:32,12:39:53,13:12:28,13:13:39,13.8290892,100.566341,13.8270341,100.5645341,13.773832,100.578169,อาหารตามสั่งอิสานอินดี้,Thai,อาหารอีสาน
2020-10-05,15:38:36,15:39:01,15:53:52,16:05:59,16:46:15,16:47:16,13.8253329,100.549065,13.8270341,100.5645341,13.82529373,100.6306763,วันดี,Thai,อาหารตามสั่ง
2020-10-14,12:46:05,12:47:25,12:56:20,12:58:09,13:19:14,13:19:25,13.8271118,100.566156,13.8229129,100.5648775,13.775855,100.563957,ร้านบ้านเชียงแสน,Thai,อาหารตามสั่ง
2020-10-04,14:18:23,14:18:54,14:23:55,14:35:32,15:08:44,15:09:09,13.8221807,100.560544,13.8254566,100.5590536,13.775211,100.574474,ก๋วยเตี๋ยวเรือวิภาฯ,Thai,ร้านก๋วยเตี๋ยว
2020-10-14,09:44:12,09:44:57,09:55:49,10:09:28,10:27:12,10:28:04,13.8232292,100.561059,13.841296,100.5493439,13.832839,100.578429,ข้าวบ้านฉัน,Thai,อาหารตามสั่ง
2020-10-12,13:32:27,13:32:44,13:35:44,13:36:13,13:53:38,13:54:21,13.8284872,100.562449,13.8275203,100.5654979,13.796048,100.564723,ร้านขาหมูอร่อยนะบายจอย,Thai,อาหารตามสั่ง
2020-10-01,14:42:26,14:43:23,14:55:10,14:55:24,14:59:05,14:59:59,13.8257391,100.563082,13.8263075,100.5738629,13.830319,100.569721,ร้านแซนวิชประตูเขียว,Thai,Quick Meal
2020-10-08,13:20:56,13:22:43,13:30:34,13:44:40,14:24:07,14:25:23,13.8272141,100.562552,13.8259476,100.5710006,13.739633,100.568389,ร้านลาบยโสธร แซ่บ100%,Thai,อาหารอีสาน
2020-10-10,20:59:34,21:00:34,21:06:04,21:17:46,21:44:46,21:45:11,13.8228728,100.563712,13.8303265,100.5625,13.756589,100.540773,ครัวอิ่มอร่อย,Thai,อาหารตามสั่ง
2020-10-05,18:22:45,18:24:34,18:34:16,18:36:22,19:05:41,19:07:01,13.8254158,100.562122,13.8281057,100.5639419,13.7858126,100.5505456,Sweet Pea,Thai,อาหารตามสั่ง
2020-10-12,16:51:10,16:52:25,16:57:10,16:57:15,17:04:48,17:05:07,13.8265391,100.564223,13.8246205,100.5633957,13.816047,100.572202,ร้านก๋วยเตี๋ยวเรือนายโด,Thai,ร้านก๋วยเตี๋ยว
2020-10-01,15:06:12,15:08:10,15:18:15,15:32:48,15:46:04,15:46:46,13.8253844,100.56086,13.8222855,100.5764408,13.846159,100.563591,ร้านอาหารตามสั่งป้าหวี,Thai,อาหารตามสั่ง
2020-10-12,12:45:56,12:46:47,13:00:57,13:15:07,13:48:06,13:48:37,13.820315,100.546188,13.8270341,100.5645341,13.740312,100.560728,ร้านอาหารฟู้ดแพนดี้,Thai,อาหารตามสั่ง
2020-10-04,16:26:24,16:28:02,16:33:21,16:35:45,17:02:58,17:04:08,13.8262597,100.557177,13.8270341,100.5645341,13.798052,100.596129,ร้านเข้าซอย,Thai,อาหารเหนือ
2020-10-10,15:33:16,15:35:06,15:49:25,16:03:22,16:35:29,16:35:46,13.8199239,100.550598,13.8270341,100.5645341,13.7779337,100.5802975,ร้านขนมจีน,Thai,ขนมจีน
2020-10-11,11:42:35,11:43:48,11:47:14,12:01:09,12:10:27,12:11:52,13.8257566,100.553662,13.8284372,100.5592143,13.825072,100.53759,ถ่ายเอกสาร / อาหารตามสั่ง,Thai,อาหารตามสั่ง
2020-10-14,19:56:38,19:57:18,20:07:55,20:09:52,20:47:19,20:47:45,13.8208147,100.547106,13.8270341,100.5645341,13.7883901,100.6051352,ร้านขายก๋วยเตี๋ยว,Thai,ร้านก๋วยเตี๋ยว
2020-10-11,20:03:33,20:04:59,20:12:17,20:14:30,20:34:16,20:34:50,13.8261,100.552929,13.8394082,100.5508608,13.788352,100.552807,Michelle Gourmet,International,อาหารตามสั่ง
2020-10-04,15:05:37,15:07:31,15:22:03,15:35:09,15:46:27,15:47:23,13.8285948,100.561006,13.8259476,100.5710006,13.816047,100.572202,ร้านลาบยโสธร แซ่บ100%,Thai,อาหารอีสาน
2020-10-11,10:33:01,10:34:29,10:39:31,10:48:24,11:09:06,11:09:28,13.8192011,100.561716,13.8208421,100.5558652,13.779476,100.539161,ครัวบ้านบ้าน,Thai,อาหารตามสั่ง
2020-10-06,13:48:00,13:48:59,13:56:32,13:58:19,14:46:18,14:47:44,13.8255928,100.552304,13.8270341,100.5645341,13.746714,100.606159,ร้านยำไม่ได้นอน เว้ย,Thai,อาหารตามสั่ง
2020-10-08,20:35:31,20:35:47,20:47:58,20:54:24,21:43:28,21:44:55,13.8244859,100.558551,13.8392356,100.5513614,13.835382,100.657198,นัวขนาด,Thai,อาหารอีสาน
2020-10-06,08:39:07,08:40:12,08:47:50,08:49:30,09:13:36,09:15:02,13.8229416,100.551485,13.8246205,100.5633957,13.779467,100.541266,Kingoctopus ราชาปลาหมึก,Thai,อาหารทะเล
